,title,link,link_alternative,link_icon,summary,datatakesensingstart,beginposition,endposition,ingestiondate,orbitnumber,relativeorbitnumber,cloudcoverpercentage,sensoroperationalmode,gmlfootprint,footprint,tileid,hv_order_tileid,format,processingbaseline,platformname,filename,instrumentname,instrumentshortname,size,s2datatakeid,producttype,platformidentifier,orbitdirection,platformserialidentifier,processinglevel,identifier,level1cpdiidentifier,uuid
384b8eee-d481-4904-b123-7c1e7249a0b9,S2A_MSIL1C_20190804T160521_N0208_R054_T17PKM_20190804T205822,https://scihub.copernicus.eu/apihub/odata/v1/Products('384b8eee-d481-4904-b123-7c1e7249a0b9')/$value,https://scihub.copernicus.eu/apihub/odata/v1/Products('384b8eee-d481-4904-b123-7c1e7249a0b9')/,https://scihub.copernicus.eu/apihub/odata/v1/Products('384b8eee-d481-4904-b123-7c1e7249a0b9')/Products('Quicklook')/$value,"Date: 2019-08-04T16:05:21.024Z, Instrument: MSI, Mode: , Satellite: Sentinel-2, Size: 546.03 MB",2019-08-04 16:05:21.024,2019-08-04 16:05:21.024,2019-08-04 16:05:21.024,2019-08-04 23:57:37.823,21501,54,100.0,INS-NOBS,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>10.843251373051269,-83.7439 10.85056220923831,-82.74011 9.857949008864644,-82.73465 9.851320475915399,-83.73529 10.843251373051269,-83.7439</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-83.73529 9.851320475915399, -82.73465 9.857949008864644, -82.74011 10.85056220923831, -83.7439 10.843251373051269, -83.73529 9.851320475915399)))",17PKM,PM17K,SAFE,02.08,Sentinel-2,S2A_MSIL1C_20190804T160521_N0208_R054_T17PKM_20190804T205822.SAFE,Multi-Spectral Instrument,MSI,546.03 MB,GS2A_20190804T160521_021501_N02.08,S2MSI1C,2015-028A,DESCENDING,Sentinel-2A,Level-1C,S2A_MSIL1C_20190804T160521_N0208_R054_T17PKM_20190804T205822,S2A_OPER_MSI_L1C_TL_MTI__20190804T205822_A021501_T17PKM_N02.08,384b8eee-d481-4904-b123-7c1e7249a0b9
38c0ddc5-be92-4351-93e8-678262efd1a2,S2B_MSIL1C_20190111T160509_N0207_R054_T16PHR_20190111T192709,https://scihub.copernicus.eu/apihub/odata/v1/Products('38c0ddc5-be92-4351-93e8-678262efd1a2')/$value,https://scihub.copernicus.eu/apihub/odata/v1/Products('38c0ddc5-be92-4351-93e8-678262efd1a2')/,https://scihub.copernicus.eu/apihub/odata/v1/Products('38c0ddc5-be92-4351-93e8-678262efd1a2')/Products('Quicklook')/$value,"Date: 2019-01-11T16:05:09.024Z, Instrument: MSI, Mode: , Satellite: Sentinel-2, Size: 773.32 MB",2019-01-11 16:05:09.024,2019-01-11 16:05:09.024,2019-01-11 16:05:09.024,2019-01-11 21:36:51.796,9661,54,29.0344,INS-NOBS,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>9.94022055062098,-84.26431 9.930548905426843,-83.26428 8.939539665988862,-83.27493 8.948230037923478,-84.272156 9.94022055062098,-84.26431</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-84.26431 9.94022055062098, -84.272156 8.948230037923478, -83.27493 8.939539665988862, -83.26428 9.930548905426843, -84.26431 9.94022055062098)))",16PHR,PR16H,SAFE,02.07,Sentinel-2,S2B_MSIL1C_20190111T160509_N0207_R054_T16PHR_20190111T192709.SAFE,Multi-Spectral Instrument,MSI,773.32 MB,GS2B_20190111T160509_009661_N02.07,S2MSI1C,2017-013A,DESCENDING,Sentinel-2B,Level-1C,S2B_MSIL1C_20190111T160509_N0207_R054_T16PHR_20190111T192709,,38c0ddc5-be92-4351-93e8-678262efd1a2
3905ddba-677e-442e-b9e0-c6db37c2d1e8,S2B_MSIL1C_20190101T160509_N0207_R054_T17PKM_20190101T192803,https://scihub.copernicus.eu/apihub/odata/v1/Products('3905ddba-677e-442e-b9e0-c6db37c2d1e8')/$value,https://scihub.copernicus.eu/apihub/odata/v1/Products('3905ddba-677e-442e-b9e0-c6db37c2d1e8')/,https://scihub.copernicus.eu/apihub/odata/v1/Products('3905ddba-677e-442e-b9e0-c6db37c2d1e8')/Products('Quicklook')/$value,"Date: 2019-01-01T16:05:09.024Z, Instrument: MSI, Mode: , Satellite: Sentinel-2, Size: 725.28 MB",2019-01-01 16:05:09.024,2019-01-01 16:05:09.024,2019-01-01 16:05:09.024,2019-01-01 21:42:13.416,9518,54,9.1465,INS-NOBS,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>10.843251373051269,-83.7439 10.85056220923831,-82.74011 9.857949008864644,-82.73465 9.851320475915399,-83.73529 10.843251373051269,-83.7439</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-83.7439 10.843251373051269, -83.73529 9.851320475915399, -82.73465 9.857949008864644, -82.74011 10.85056220923831, -83.7439 10.843251373051269)))",17PKM,PM17K,SAFE,02.07,Sentinel-2,S2B_MSIL1C_20190101T160509_N0207_R054_T17PKM_20190101T192803.SAFE,Multi-Spectral Instrument,MSI,725.28 MB,GS2B_20190101T160509_009518_N02.07,S2MSI1C,2017-013A,DESCENDING,Sentinel-2B,Level-1C,S2B_MSIL1C_20190101T160509_N0207_R054_T17PKM_20190101T192803,,3905ddba-677e-442e-b9e0-c6db37c2d1e8
390721e4-fc6c-45d9-a424-cb08a2ccda9d,S2A_MSIL1C_20190317T160511_N0207_R054_T16PHR_20190317T224440,https://scihub.copernicus.eu/apihub/odata/v1/Products('390721e4-fc6c-45d9-a424-cb08a2ccda9d')/$value,https://scihub.copernicus.eu/apihub/odata/v1/Products('390721e4-fc6c-45d9-a424-cb08a2ccda9d')/,https://scihub.copernicus.eu/apihub/odata/v1/Products('390721e4-fc6c-45d9-a424-cb08a2ccda9d')/Products('Quicklook')/$value,"Date: 2019-03-17T16:05:11.024Z, Instrument: MSI, Mode: , Satellite: Sentinel-2, Size: 724.38 MB",2019-03-17 16:05:11.024,2019-03-17 16:05:11.024,2019-03-17 16:05:11.024,2019-03-18 01:01:06.107,19499,54,32.8575,INS-NOBS,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>9.94022055062098,-84.26431 9.930548905426843,-83.26428 8.939539665988862,-83.27493 8.948230037923478,-84.272156 9.94022055062098,-84.26431</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-83.27493 8.939539665988862, -83.26428 9.930548905426843, -84.26431 9.94022055062098, -84.272156 8.948230037923478, -83.27493 8.939539665988862)))",16PHR,PR16H,SAFE,02.07,Sentinel-2,S2A_MSIL1C_20190317T160511_N0207_R054_T16PHR_20190317T224440.SAFE,Multi-Spectral Instrument,MSI,724.38 MB,GS2A_20190317T160511_019499_N02.07,S2MSI1C,2015-028A,DESCENDING,Sentinel-2A,Level-1C,S2A_MSIL1C_20190317T160511_N0207_R054_T16PHR_20190317T224440,S2A_OPER_MSI_L1C_TL_SGS__20190317T224440_A019499_T16PHR_N02.07,390721e4-fc6c-45d9-a424-cb08a2ccda9d
391d76b4-1b75-4d14-8b99-31a77ea7e619,S2B_MSIL1C_20190220T160509_N0207_R054_T16PHS_20190220T210838,https://scihub.copernicus.eu/apihub/odata/v1/Products('391d76b4-1b75-4d14-8b99-31a77ea7e619')/$value,https://scihub.copernicus.eu/apihub/odata/v1/Products('391d76b4-1b75-4d14-8b99-31a77ea7e619')/,https://scihub.copernicus.eu/apihub/odata/v1/Products('391d76b4-1b75-4d14-8b99-31a77ea7e619')/Products('Quicklook')/$value,"Date: 2019-02-20T16:05:09.024Z, Instrument: MSI, Mode: , Satellite: Sentinel-2, Size: 785.79 MB",2019-02-20 16:05:09.024,2019-02-20 16:05:09.024,2019-02-20 16:05:09.024,2019-02-20 23:47:40.699,10233,54,12.3922,INS-NOBS,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>10.84325463083623,-84.25644 10.832684732479947,-83.25354 9.84173994614037,-83.26529 9.851323429665095,-84.265076 10.84325463083623,-84.25644</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-84.25644 10.84325463083623, -84.265076 9.851323429665095, -83.26529 9.84173994614037, -83.25354 10.832684732479947, -84.25644 10.84325463083623)))",16PHS,PS16H,SAFE,02.07,Sentinel-2,S2B_MSIL1C_20190220T160509_N0207_R054_T16PHS_20190220T210838.SAFE,Multi-Spectral Instrument,MSI,785.79 MB,GS2B_20190220T160509_010233_N02.07,S2MSI1C,2017-013A,DESCENDING,Sentinel-2B,Level-1C,S2B_MSIL1C_20190220T160509_N0207_R054_T16PHS_20190220T210838,,391d76b4-1b75-4d14-8b99-31a77ea7e619
3b6a0621-811d-450f-aa82-6739a2721055,S2A_MSIL1C_20190516T160521_N0207_R054_T16PHS_20190516T205904,https://scihub.copernicus.eu/apihub/odata/v1/Products('3b6a0621-811d-450f-aa82-6739a2721055')/$value,https://scihub.copernicus.eu/apihub/odata/v1/Products('3b6a0621-811d-450f-aa82-6739a2721055')/,https://scihub.copernicus.eu/apihub/odata/v1/Products('3b6a0621-811d-450f-aa82-6739a2721055')/Products('Quicklook')/$value,"Date: 2019-05-16T16:05:21.024Z, Instrument: MSI, Mode: , Satellite: Sentinel-2, Size: 729.85 MB",2019-05-16 16:05:21.024,2019-05-16 16:05:21.024,2019-05-16 16:05:21.024,2019-05-17 02:41:28.090,20357,54,79.358,INS-NOBS,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>10.84325463083623,-84.25644 10.832684732479947,-83.25354 9.84173994614037,-83.26529 9.851323429665095,-84.265076 10.84325463083623,-84.25644</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-83.26529 9.84173994614037, -83.25354 10.832684732479947, -84.25644 10.84325463083623, -84.265076 9.851323429665095, -83.26529 9.84173994614037)))",16PHS,PS16H,SAFE,02.07,Sentinel-2,S2A_MSIL1C_20190516T160521_N0207_R054_T16PHS_20190516T205904.SAFE,Multi-Spectral Instrument,MSI,729.85 MB,GS2A_20190516T160521_020357_N02.07,S2MSI1C,2015-028A,DESCENDING,Sentinel-2A,Level-1C,S2A_MSIL1C_20190516T160521_N0207_R054_T16PHS_20190516T205904,S2A_OPER_MSI_L1C_TL_MTI__20190516T205904_A020357_T16PHS_N02.07,3b6a0621-811d-450f-aa82-6739a2721055
3ced0eab-f455-4092-ad4e-46bce71242be,S2A_MSIL1C_20190205T160511_N0207_R054_T16PHR_20190205T192459,https://scihub.copernicus.eu/apihub/odata/v1/Products('3ced0eab-f455-4092-ad4e-46bce71242be')/$value,https://scihub.copernicus.eu/apihub/odata/v1/Products('3ced0eab-f455-4092-ad4e-46bce71242be')/,https://scihub.copernicus.eu/apihub/odata/v1/Products('3ced0eab-f455-4092-ad4e-46bce71242be')/Products('Quicklook')/$value,"Date: 2019-02-05T16:05:11.024Z, Instrument: MSI, Mode: , Satellite: Sentinel-2, Size: 757.87 MB",2019-02-05 16:05:11.024,2019-02-05 16:05:11.024,2019-02-05 16:05:11.024,2019-02-05 21:19:26.348,18927,54,7.3462,INS-NOBS,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>9.94022055062098,-84.26431 9.930548905426843,-83.26428 8.939539665988862,-83.27493 8.948230037923478,-84.272156 9.94022055062098,-84.26431</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-84.26431 9.94022055062098, -84.272156 8.948230037923478, -83.27493 8.939539665988862, -83.26428 9.930548905426843, -84.26431 9.94022055062098)))",16PHR,PR16H,SAFE,02.07,Sentinel-2,S2A_MSIL1C_20190205T160511_N0207_R054_T16PHR_20190205T192459.SAFE,Multi-Spectral Instrument,MSI,757.87 MB,GS2A_20190205T160511_018927_N02.07,S2MSI1C,2015-028A,DESCENDING,Sentinel-2A,Level-1C,S2A_MSIL1C_20190205T160511_N0207_R054_T16PHR_20190205T192459,,3ced0eab-f455-4092-ad4e-46bce71242be
3dfae35a-5336-4a54-b5b7-3d94d77a081a,S2B_MSIL1C_20190610T160519_N0207_R054_T16PHS_20190610T192318,https://scihub.copernicus.eu/apihub/odata/v1/Products('3dfae35a-5336-4a54-b5b7-3d94d77a081a')/$value,https://scihub.copernicus.eu/apihub/odata/v1/Products('3dfae35a-5336-4a54-b5b7-3d94d77a081a')/,https://scihub.copernicus.eu/apihub/odata/v1/Products('3dfae35a-5336-4a54-b5b7-3d94d77a081a')/Products('Quicklook')/$value,"Date: 2019-06-10T16:05:19.024Z, Instrument: MSI, Mode: , Satellite: Sentinel-2, Size: 698.43 MB",2019-06-10 16:05:19.024,2019-06-10 16:05:19.024,2019-06-10 16:05:19.024,2019-06-10 20:36:06.422,11806,54,83.7666,INS-NOBS,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>10.84325463083623,-84.25644 10.832684732479947,-83.25354 9.84173994614037,-83.26529 9.851323429665095,-84.265076 10.84325463083623,-84.25644</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-83.26529 9.84173994614037, -83.25354 10.832684732479947, -84.25644 10.84325463083623, -84.265076 9.851323429665095, -83.26529 9.84173994614037)))",16PHS,PS16H,SAFE,02.07,Sentinel-2,S2B_MSIL1C_20190610T160519_N0207_R054_T16PHS_20190610T192318.SAFE,Multi-Spectral Instrument,MSI,698.43 MB,GS2B_20190610T160519_011806_N02.07,S2MSI1C,2017-013A,DESCENDING,Sentinel-2B,Level-1C,S2B_MSIL1C_20190610T160519_N0207_R054_T16PHS_20190610T192318,S2B_OPER_MSI_L1C_TL_SGS__20190610T192318_A011806_T16PHS_N02.07,3dfae35a-5336-4a54-b5b7-3d94d77a081a
3f4d4125-62ac-4fb2-947f-00bf98519e29,S2A_MSIL1C_20190307T160511_N0207_R054_T16PHR_20190307T205328,https://scihub.copernicus.eu/apihub/odata/v1/Products('3f4d4125-62ac-4fb2-947f-00bf98519e29')/$value,https://scihub.copernicus.eu/apihub/odata/v1/Products('3f4d4125-62ac-4fb2-947f-00bf98519e29')/,https://scihub.copernicus.eu/apihub/odata/v1/Products('3f4d4125-62ac-4fb2-947f-00bf98519e29')/Products('Quicklook')/$value,"Date: 2019-03-07T16:05:11.024Z, Instrument: MSI, Mode: , Satellite: Sentinel-2, Size: 748.83 MB",2019-03-07 16:05:11.024,2019-03-07 16:05:11.024,2019-03-07 16:05:11.024,2019-03-08 04:19:09.907,19356,54,22.4084,INS-NOBS,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>9.94022055062098,-84.26431 9.930548905426843,-83.26428 8.939539665988862,-83.27493 8.948230037923478,-84.272156 9.94022055062098,-84.26431</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-83.27493 8.939539665988862, -83.26428 9.930548905426843, -84.26431 9.94022055062098, -84.272156 8.948230037923478, -83.27493 8.939539665988862)))",16PHR,PR16H,SAFE,02.07,Sentinel-2,S2A_MSIL1C_20190307T160511_N0207_R054_T16PHR_20190307T205328.SAFE,Multi-Spectral Instrument,MSI,748.83 MB,GS2A_20190307T160511_019356_N02.07,S2MSI1C,2015-028A,DESCENDING,Sentinel-2A,Level-1C,S2A_MSIL1C_20190307T160511_N0207_R054_T16PHR_20190307T205328,S2A_OPER_MSI_L1C_TL_MTI__20190307T205328_A019356_T16PHR_N02.07,3f4d4125-62ac-4fb2-947f-00bf98519e29
400bfbf3-1aa9-48ba-95c4-230bd8eb5e8b,S2A_MSIL1C_20190215T160511_N0207_R054_T16PHR_20190215T192328,https://scihub.copernicus.eu/apihub/odata/v1/Products('400bfbf3-1aa9-48ba-95c4-230bd8eb5e8b')/$value,https://scihub.copernicus.eu/apihub/odata/v1/Products('400bfbf3-1aa9-48ba-95c4-230bd8eb5e8b')/,https://scihub.copernicus.eu/apihub/odata/v1/Products('400bfbf3-1aa9-48ba-95c4-230bd8eb5e8b')/Products('Quicklook')/$value,"Date: 2019-02-15T16:05:11.024Z, Instrument: MSI, Mode: , Satellite: Sentinel-2, Size: 773.07 MB",2019-02-15 16:05:11.024,2019-02-15 16:05:11.024,2019-02-15 16:05:11.024,2019-02-15 21:00:31.331,19070,54,6.3692,INS-NOBS,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>9.94022055062098,-84.26431 9.930548905426843,-83.26428 8.939539665988862,-83.27493 8.948230037923478,-84.272156 9.94022055062098,-84.26431</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-84.26431 9.94022055062098, -84.272156 8.948230037923478, -83.27493 8.939539665988862, -83.26428 9.930548905426843, -84.26431 9.94022055062098)))",16PHR,PR16H,SAFE,02.07,Sentinel-2,S2A_MSIL1C_20190215T160511_N0207_R054_T16PHR_20190215T192328.SAFE,Multi-Spectral Instrument,MSI,773.07 MB,GS2A_20190215T160511_019070_N02.07,S2MSI1C,2015-028A,DESCENDING,Sentinel-2A,Level-1C,S2A_MSIL1C_20190215T160511_N0207_R054_T16PHR_20190215T192328,,400bfbf3-1aa9-48ba-95c4-230bd8eb5e8b
408d9c56-b788-4b57-bff8-c3ee43d62c2e,S2A_MSIL1C_20181008T160511_N0206_R054_T17PKM_20181008T205913,https://scihub.copernicus.eu/apihub/odata/v1/Products('408d9c56-b788-4b57-bff8-c3ee43d62c2e')/$value,https://scihub.copernicus.eu/apihub/odata/v1/Products('408d9c56-b788-4b57-bff8-c3ee43d62c2e')/,https://scihub.copernicus.eu/apihub/odata/v1/Products('408d9c56-b788-4b57-bff8-c3ee43d62c2e')/Products('Quicklook')/$value,"Date: 2018-10-08T16:05:11.024Z, Instrument: MSI, Mode: , Satellite: Sentinel-2, Size: 722.07 MB",2018-10-08 16:05:11.024,2018-10-08 16:05:11.024,2018-10-08 16:05:11.024,2018-10-08 23:08:18.788,17211,54,1.682,INS-NOBS,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>10.843251373051269,-83.7439 10.85056220923831,-82.74011 9.857949008864644,-82.73465 9.851320475915399,-83.73529 10.843251373051269,-83.7439</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-83.7439 10.843251373051269, -83.73529 9.851320475915399, -82.73465 9.857949008864644, -82.74011 10.85056220923831, -83.7439 10.843251373051269)))",17PKM,PM17K,SAFE,02.06,Sentinel-2,S2A_MSIL1C_20181008T160511_N0206_R054_T17PKM_20181008T205913.SAFE,Multi-Spectral Instrument,MSI,722.07 MB,GS2A_20181008T160511_017211_N02.06,S2MSI1C,2015-028A,DESCENDING,Sentinel-2A,Level-1C,S2A_MSIL1C_20181008T160511_N0206_R054_T17PKM_20181008T205913,,408d9c56-b788-4b57-bff8-c3ee43d62c2e
41dd4024-aa1d-4e25-8749-189c47f0cee2,S2B_MSIL1C_20190421T160519_N0207_R054_T17PKL_20190421T192433,https://scihub.copernicus.eu/apihub/odata/v1/Products('41dd4024-aa1d-4e25-8749-189c47f0cee2')/$value,https://scihub.copernicus.eu/apihub/odata/v1/Products('41dd4024-aa1d-4e25-8749-189c47f0cee2')/,https://scihub.copernicus.eu/apihub/odata/v1/Products('41dd4024-aa1d-4e25-8749-189c47f0cee2')/Products('Quicklook')/$value,"Date: 2019-04-21T16:05:19.024Z, Instrument: MSI, Mode: , Satellite: Sentinel-2, Size: 757.60 MB",2019-04-21 16:05:19.024,2019-04-21 16:05:19.024,2019-04-21 16:05:19.024,2019-04-21 22:10:19.098,11091,54,31.3613,INS-NOBS,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>9.940217569697982,-83.73602 9.946907083661275,-82.73514 8.954238135659569,-82.73016 8.948227359448609,-83.72821 9.940217569697982,-83.73602</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-83.72821 8.948227359448609, -82.73016 8.954238135659569, -82.73514 9.946907083661275, -83.73602 9.940217569697982, -83.72821 8.948227359448609)))",17PKL,PL17K,SAFE,02.07,Sentinel-2,S2B_MSIL1C_20190421T160519_N0207_R054_T17PKL_20190421T192433.SAFE,Multi-Spectral Instrument,MSI,757.60 MB,GS2B_20190421T160519_011091_N02.07,S2MSI1C,2017-013A,DESCENDING,Sentinel-2B,Level-1C,S2B_MSIL1C_20190421T160519_N0207_R054_T17PKL_20190421T192433,S2B_OPER_MSI_L1C_TL_SGS__20190421T192433_A011091_T17PKL_N02.07,41dd4024-aa1d-4e25-8749-189c47f0cee2
41dea2f5-3829-4e15-9a44-a230cabdb04a,S2B_MSIL1C_20190401T160519_N0207_R054_T17PKM_20190401T192630,https://scihub.copernicus.eu/apihub/odata/v1/Products('41dea2f5-3829-4e15-9a44-a230cabdb04a')/$value,https://scihub.copernicus.eu/apihub/odata/v1/Products('41dea2f5-3829-4e15-9a44-a230cabdb04a')/,https://scihub.copernicus.eu/apihub/odata/v1/Products('41dea2f5-3829-4e15-9a44-a230cabdb04a')/Products('Quicklook')/$value,"Date: 2019-04-01T16:05:19.024Z, Instrument: MSI, Mode: , Satellite: Sentinel-2, Size: 752.01 MB",2019-04-01 16:05:19.024,2019-04-01 16:05:19.024,2019-04-01 16:05:19.024,2019-04-01 22:41:39.977,10805,54,15.0411,INS-NOBS,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>10.843251373051269,-83.7439 10.85056220923831,-82.74011 9.857949008864644,-82.73465 9.851320475915399,-83.73529 10.843251373051269,-83.7439</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-83.73529 9.851320475915399, -82.73465 9.857949008864644, -82.74011 10.85056220923831, -83.7439 10.843251373051269, -83.73529 9.851320475915399)))",17PKM,PM17K,SAFE,02.07,Sentinel-2,S2B_MSIL1C_20190401T160519_N0207_R054_T17PKM_20190401T192630.SAFE,Multi-Spectral Instrument,MSI,752.01 MB,GS2B_20190401T160519_010805_N02.07,S2MSI1C,2017-013A,DESCENDING,Sentinel-2B,Level-1C,S2B_MSIL1C_20190401T160519_N0207_R054_T17PKM_20190401T192630,S2B_OPER_MSI_L1C_TL_SGS__20190401T192630_A010805_T17PKM_N02.07,41dea2f5-3829-4e15-9a44-a230cabdb04a
41f6ba3b-3fae-4234-ba82-6a5c069c8f75,S2B_MSIL1C_20190101T160509_N0207_R054_T16PHS_20190101T192803,https://scihub.copernicus.eu/apihub/odata/v1/Products('41f6ba3b-3fae-4234-ba82-6a5c069c8f75')/$value,https://scihub.copernicus.eu/apihub/odata/v1/Products('41f6ba3b-3fae-4234-ba82-6a5c069c8f75')/,https://scihub.copernicus.eu/apihub/odata/v1/Products('41f6ba3b-3fae-4234-ba82-6a5c069c8f75')/Products('Quicklook')/$value,"Date: 2019-01-01T16:05:09.024Z, Instrument: MSI, Mode: , Satellite: Sentinel-2, Size: 810.41 MB",2019-01-01 16:05:09.024,2019-01-01 16:05:09.024,2019-01-01 16:05:09.024,2019-01-01 21:40:42.008,9518,54,18.9475,INS-NOBS,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>10.84325463083623,-84.25644 10.832684732479947,-83.25354 9.84173994614037,-83.26529 9.851323429665095,-84.265076 10.84325463083623,-84.25644</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-84.25644 10.84325463083623, -84.265076 9.851323429665095, -83.26529 9.84173994614037, -83.25354 10.832684732479947, -84.25644 10.84325463083623)))",16PHS,PS16H,SAFE,02.07,Sentinel-2,S2B_MSIL1C_20190101T160509_N0207_R054_T16PHS_20190101T192803.SAFE,Multi-Spectral Instrument,MSI,810.41 MB,GS2B_20190101T160509_009518_N02.07,S2MSI1C,2017-013A,DESCENDING,Sentinel-2B,Level-1C,S2B_MSIL1C_20190101T160509_N0207_R054_T16PHS_20190101T192803,,41f6ba3b-3fae-4234-ba82-6a5c069c8f75
